column_0,name,city,state,address,hours of operation,associated airports,Identifier,contact information.name,contact information.phone,contact information.email,aircraft and equipment rentals.planes,flight training.faa classification,flight training.approved for va training,flight training.services,flight training.DPE inside,flight training.in-house maintenance,flight training.number of aircrafts,flight training.dormitory,flight training.visa for foreign students,training opportunities.certifications,training opportunities.ratings,training opportunities.other advanced training,school_type,city_set,flight_available,fax,flight training.affiliated college/university,aircraft and equipment rentals.equipment,aircraft and equipment rentals.simulator,aircraft and equipment rentals.rotorcraft,club listing last verified
578,American Wings Flight Academy,Miami,FL,"10300 SW 72 Street 427 Miami , FL 33173",By Appointment,Miami Homestead General Aviation Airport,KX51,Reinaldo Valentino,(786) 506-5997,earnwings@americanwingsflightacademy.com,,Part 107; Part 61,No,Annual Recurrent Training; Biennial Flight Review; Drone/UAS; Ground School; Instrument Proficiency Check; Intro Flight; Simulator; Time Building Programs,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Multi-Engine,Drone,Flight school,Medium City,318,,,,,,
498,Dylan Aviation,Indiantown,FL,"20608 SW Citrus Blvd Indiantown , FL 34956",Irregular,Indiantown Airport,KX58,,,,,,No,Ground School,N/A,N/A,N/A,N/A,No,,,,Flight school,Small Town,300,,,,,,
488,Sky Chiefs Aviation,Williston,FL,"Williston Municipal Airport 1800 SW 19th Ave Williston , FL 32696","24 hours a day, 7 days a week",Williston Municipal Airport,KX60,Ryan Foote,(352) 562-6104,ryan@skychiefsaviation.com,Single Engine,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot; Recreational Pilot,Instrument,,Flight school,Small Town,303,,,,,,
399,Ryan Aviation Seaplanes,Palm Coast,FL,"Flagler County Airport 301 Old Moody Blvd Palm Coast , FL 32164",By Appointment,Flagler Executive Airport,KXFL,Contact us,(800) 338-3044,info@ryanseaplanes.com,Seaplane,Part 61,No,Examiner,Yes,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Private Pilot,Seaplane,,Flight school,Town,295,(386) 437-0620,,,,,
484,Daytona Aviation Academy,Palm Coast,FL,"275 Old Moody Blvd Palm Coast , FL 32164","Mon - Sat, 8:00 AM to 5:00 PM",Flagler Executive Airport,KXFL,Babak Yazdani,(386) 868-5206,support@daytonaaviation.com,Multi Engine; Single Engine,Part 61,No,Biennial Flight Review; Ground School; Intro Flight; Time Building Programs,N/A,N/A,N/A,N/A,No,,,,Flight school,Town,295,,,,,,
519,Teens-In-Flight,Palm Coast,FL,"275 Old Moody Blvd. Palm Coast , FL 32164",By Appointment,Flagler Executive Airport,KXFL,Jack Howell,(904) 814-3803,jacsam@aol.com,,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Ground School; Instrument Proficiency Check; Intro Flight; Simulator,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,,Flight school,Town,295,,,,Basic Aviation Training Device (BATD),,
1568,flyGATEWAY,Allentown,PA,"Allentown Queen City Municipal Airport 1730 Vultee Street Allentown , PA 18103","Mon - Sun, 7:00 AM to 6:00 PM",Allentown Queen City Municipal Airport,KXLL,Bradley Snyder,(610) 797-7942,info@flyGATEWAY.org,Multi Engine; Single Engine,Part 141; Part 61,No,Computerized Testing; Examiner; Ground School; Intro Flight; Simulator,Yes,N/A,4,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot; Recreational Pilot,Instrument; Multi-Engine,Cirrus; Emergency Maneuvers; Helicopter to Fixed-Wing Transition; Mountain Flying; Upset Recovery,Flight school; Helicopter school,Town,201,,Liberty University,,Procedures Trainer,,
1933,Tappahannock-Essex County Airport,Tappahannock,VA,"1450 Aviation Road Tappahannock , VA 22560",122.8,Tappahannock-Essex County Airport,KXSA,Jim Evans,(804) 443-5885,kxsa.airportinfo@gmail.com,,Part 61,No,Biennial Flight Review; Instrument Proficiency Check,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,,Flight school,Small Town,205,(804) 443-6891,,,,,
1384,Overland Aviation,Williston,ND,"14151 Commerce Drive Williston , ND 58801",122.8,Williston Basin International Airport,KXWA,Tanner Overland,(701) 875-4334,tanner@overlandaviation.com,Single Engine,Part 61,No,Ground School,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,Aerial Photography; Complex; Drone; Emergency Maneuvers; Glass Cockpit Transition; High Altitude; High Performance; Spin Training; Tailwheel; Upset Recovery,Flight school,Small Town,207,(701) 875-4337,,,,,
1626,"Legacy Aviation, LLC",Tea,SD,"Marv Skie-Lincoln County Airport 47010 Great Planes Place Tea , SD 57064",122.8,Marv Skie / Lincoln County Airport,KY14,Richard Hall,(605) 368-2841,dhall@legacyaviationsd.com,Single Engine,Part 141; Part 61,Yes,Annual Recurrent Training; Biennial Flight Review; Ground School; Intro Flight,N/A,Yes,4,N/A,M1,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot; Recreational Pilot,Instrument,,Flight school,Small Town,212,(605) 368-2876,No,,,,
1386,Clear Skies Aviation,Mandan,ND,"4470 Hwy 6 South Mandan , ND 58554","24 hours a day, 7 days a week",Mandan Municipal Airport,KY19,Dave Johnson,(701) 663-5386,info@clearskiesaviationnd.com,Single Engine,,No,Biennial Flight Review; Ground School; Instrument Proficiency Check; Intro Flight; Simulator,N/A,N/A,N/A,N/A,No,,,,Flight school,Small Town,200,,,,Basic Aviation Training Device (BATD),,
1009,Clear2Aviate LLC,Ionia,MI,"468 E Sprague Road Ionia , MI 48846",Part 61,Ionia County Airport,KY70,"Brad Chartrand, CFII",(517) 743-1390,brad@clear2aviate.com,,Part 61,No,Ground School; Simulator,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,,Flight school,Small Town,164,,,,,,
1016,School of Missionary Aviation Technology,Ionia,MI,"84 E Sprague Rd Ionia , MI 48846","From 1/1 to 12/31: Mon - Fri, 9:00 AM to 5:00 AM",Ionia County Airport,KY70,Terry Yoder,(616) 527-4160,info@smat.edu,,Part 141; Part 61,Yes,Examiner; Ground School,Yes,Yes,N/A,N/A,M1,Commercial; Private Pilot,Instrument,Tailwheel,Flight school,Small Town,164,,cornerstone university,,,,
2126,School of Missionary Aviation Technology,Ionia,MI,"468 E Sprague Road, Ionia, Michigan, 48846 United States",,Ionia County Airport,KY70,,,,,,No,Aviation College Degrees and Certifications; Aicraft Maintenance Training,N/A,Yes,N/A,N/A,F1,Airplane Flight Training,Instrument,,Aviation college,Small Town,164,,,,,,
990,ATP Flight School,Ypsilanti,MI,"Detroit Flight School at Willow Run 3099 Tyler Road Ypsilanti , MI 48198",By Appointment,Willow Run Airport,KYIP,,,,Multi Engine; Single Engine,Part 61,No,Computerized Testing; Examiner; Ground School; Intro Flight; Simulator,Yes,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI,Instrument; Multi-Engine,G1000; Turbine,Flight school,Small Town,178,,,,Advanced Aviation Training Device (AATD); Flight Training Device (FTD),,
996,Eagle Flight Centre,Ypsilanti,MI,"Willow Run Airport 3099 Tyler Road Ypsilanti , MI 48198","Mon - Sun, 9:00 AM to 5:00 PM",Willow Run Airport,KYIP,,,,Multi Engine; Single Engine,Part 141; Part 61,No,,N/A,N/A,N/A,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Multi-Engine,,Flight school,Small Town,178,(734) 485-0300,No,,,,
2104,Central Washington University,Ellensburg,WA,"400 E University Way, Ellensburg, Washington, 98926 United States",,Yakima Air Terminal McAllister Field,KYKM,,,,,,Yes,,N/A,Yes,19,Yes,F1,Aviation College Degrees and Certifications,,,Aviation college,Small Town,204,,,,,,
1940,Yakima Aerosport,Yakima,WA,"Yakima Air Terminal/Mcallister Field 2008 West Washington Ave Yakima , WA 98903","Sun - Sat, 8:00 AM to 5:00 PM",Yakima Air Terminal McAllister Field,KYKM,Contact us,N/A,mike@ykmaerosport.com,,Part 61,No,,N/A,N/A,N/A,N/A,No,Private Pilot; Sport Pilot,,Tailwheel,Flight school,Town,199,(509) 453-4950,,,,,
1977,"McCormick Air Center, LLC",Yakima,WA,"Yakima Air Terminal/McAllister Field 3210 West Washington Avenue Yakima , WA 98903",122.95,Yakima Air Terminal McAllister Field,KYKM,Theresa Hart,(509) 248-1680,theresa@mccormickaircenter.com,Single Engine,Part 61,No,Computerized Testing; Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Flight Instructor Sport CFIS; Private Pilot; Recreational Pilot; Sport Pilot,Instrument,,Flight school,Town,199,(509) 248-6161,,,,,
997,Lavion Aero,Zeeland,MI,"5923 Byron Rd Zeeland , MI 49464",By Appointment,Ottawa Executive Airport,KZ98,Philip Cook,(616) 727-0966,manager@lavion.aero,Single Engine,Part 61,No,Biennial Flight Review; Ground School; Instrument Proficiency Check; Intro Flight; Simulator,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot; Sport Pilot,Instrument; Multi-Engine,Complex; G1000; Glass Cockpit Transition; High Altitude; High Performance,Flight school,Small Town,162,,,,,,
380,Central Florida Flight Training,Zephyrhills,FL,"39442 South Avenue Zephyrhills , FL 33542",By Appointment,Zephyrhills Municipal Airport,KZPH,Erik Meredith,(813) 291-0477,Info@CentralFloridaFT.com,Single Engine,Part 61,No,Time Building Programs,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,Glass Cockpit Transition; High Performance,Flight school,Small Town,319,,,,,,
413,CrossAirOcean Flight School,Zephyrhills,FL,"39317 Airpark Road Zephyrhills , FL 33542",Part 61,Zephyrhills Municipal Airport,KZPH,,,,,Part 61,No,Biennial Flight Review; Ground School; Simulator,N/A,N/A,N/A,N/A,No,Commercial; Private Pilot,Instrument; Multi-Engine,,Flight school,Small Town,319,,,,,,
459,Posada Aviation,Zephyrhills,FL,"39514 Aviation Avenue Zephyrhills , FL 33542","Mon - Fri, 9:00 AM to 5:00 PM",Zephyrhills Municipal Airport,KZPH,Nicolas Posada,(813) 377-3089,posadaaviation@gmail.com,,Part 61,No,Biennial Flight Review; IFS Certifications; Instrument Proficiency Check; Simulator,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,Complex; G1000; Glass Cockpit Transition; High Performance; Spin Training; Tailwheel,Flight school,Small Town,319,,,,,,
207,Fallbrook Flight Academy,Fallbrook,CA,"2155-D S. Mission Rd Fallbrook , CA 92028","Mon - Sat, 8:00 AM to 6:00 PM",Fallbrook Community Airpark,L18,Greg Boylan,(949) 584-2437,flyfallbrook@gmail.com,Multi Engine; Single Engine; Tailwheel,Part 61,No,Simulator,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Multi-Engine,Aerobatic; Complex; High Performance; Spin Training; Tailwheel; Upset Recovery,Flight school,Small Town,264,(866) 833-5604,,,Flight Training Device (FTD),,
923,Ready 9 / Southern Maryland Seaplanes,California,MD,"44200 Airport Road California , MD 20629",By Appointment,Wingfield Airport,MD01,Jeremy DeBons,(301) 957-7930,somdseaplanes@gmail.com,Seaplane; Single Engine; Tailwheel,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Ground School; Intro Flight; Time Building Programs,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Seaplane,Companion Co-Pilot; Complex; Helicopter to Fixed-Wing Transition; High Performance; Spin Training; Tailwheel,Flight school; Helicopter school,Small Town,207,,,,,,
2199,Saint Louis University Parks College of Engineering Aviation and Technology,St Louis,MO,"3450 Lindell Boulevard, St Louis, Missouri, 63103 United States",,St Louis Downtown Heliport,MO7,,,,,,Yes,Aviation College Degrees and Certifications,N/A,N/A,3,Yes,F1,Airplane Flight Training,,,Aviation college,Small City,202,,,,,,
1230,Hackettstown Airport,Hackettstown,NJ,"155 Airport Road Hackettstown , NJ 07840","Sun - Sat, Dawn to Dusk",Hackettstown Airport,N05,Jennifer Donnelly,(908) 852-4664,info@hackettstownairport.com,,Part 61,No,Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Private Pilot,Instrument,,Flight school,Small Town,202,,,,,,
1225,Aero Safety Training,Lincoln Park,NJ,"Lincoln Park Airport 425 Beaverbrook Road Lincoln Park , NJ 07035","Sun - Sat, 9:00 AM to 5:00 PM",Lincoln Park Airport,N07,"Linda M Scully, Mgr",(973) 872-6213,lscully@lpawings.com,Single Engine,Part 61,No,Biennial Flight Review; Computerized Testing; Ground School; Instrument Proficiency Check; Intro Flight; Part 107 Drone Testing; Simulator,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot; Recreational Pilot,Instrument,G1000; Glass Cockpit Transition,Flight school,Small Town,206,(973) 706-8490,,,Advanced Aviation Training Device (AATD),,
1231,Garden State Helicopters,Lincoln Park,NJ,"425 Beaverbrook Road Lincoln Park , NJ 07035","Mon - Sun, 8:00 AM to 6:00 PM",Lincoln Park Airport,N07,Michael J. Pirot,(862) 200-0785,info@gardenstatehelicopters.com,,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Private Pilot,Instrument; Rotary Wing,,Flight school; Helicopter school,Small Town,206,,,,,,
1551,"TML Aircraft, Inc",Honesdale,PA,"Cherry Ridge Airport 30 Bomber Lane, Hangar #2 Honesdale , PA 18431","Mon - Sat, 8:30 AM to 5:00 PM",Cherry Ridge Airport,N30,Thomas M Lovelace,(570) 253-2454,mike@tml-aircraft.com,Single Engine,Part 61,No,Examiner; Ground School; Intro Flight; Simulator,Yes,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Flight Instructor Sport CFIS; Private Pilot,Instrument,Emergency Maneuvers; Mountain Flying,Flight school,Small Town,172,,,,Flight Training Device (FTD),,
283,RAM Aviation,Healdsburg,CA,"Healdsburg Municipal Airport 1500 Lytton Springs Road, Suite A Terminal Building Healdsburg , CA 95448",By Appointment,Healdsburg Municipal Airport,O31,Rob Markword,(707) 479-5969,rob@ramaviation.com,Single Engine,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,Aerobatic; Complex; Emergency Maneuvers; High Altitude; High Performance; Mountain Flying; Spin Training; Tailwheel; Turbine,Flight school,Small Town,262,,,,,,
1462,TruFlight Academy,Owasso,OK,"7608 N 172nd E Avenue Owasso , OK 74055",Part 61,Gundys Airport,O38,,,,,Part 61,No,Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Private Pilot,Instrument; Rotary Wing,,Flight school,Small Town,233,,,,,,
1469,"Viking Aviation, LLC",Owasso,OK,"Gundy's Airport 7608 North 172nd East Ave Owasso , OK 74055","24 hours a day, 7 days a week",Gundys Airport,O38,Mark Lippert,(918) 527-8680,info@vikingflightschool.com,Single Engine,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,,Flight school,Small Town,233,,,,,,
1519,Armstrong Aviation Services,Freeport,PA,"McVille Airport 444 Ford City Road Freeport , PA 16229","Sun - Sat, 8:00 AM to 5:00 PM",McVille Airport,P37,Contact us,(724) 294-2359,armavs06@consolidated.net,Single Engine,Part 61,No,Computerized Testing; Examiner; Ground School,Yes,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot; Recreational Pilot,Instrument; Multi-Engine,,Flight school,Small Town,160,,,,,,
42,Blue River Aviation,Palmer,AK,"720 E. Yukon Street Palmer , AK 99645","Mon - Sun, 10:00 AM to 6:00 PM","Warren ""Bud"" Woods Palmer Municipal Airport",PAAQ,Jamie Hastings,(907) 414-0371,blueriverair@gmail.com,Multi Engine; Seaplane; Single Engine; Tailwheel,Part 61,No,Biennial Flight Review; Instrument Proficiency Check,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Multi-Engine; Seaplane,Complex; High Performance; Ski Training; Tailwheel,Flight school,Small Town,130,,,,,,
43,Fly Around Alaska,Palmer,AK,"975 Cope Industrial Way Palmer , AK 99645","Mon - Fri, 9:00 AM to 6:00 PM","Warren ""Bud"" Woods Palmer Municipal Airport",PAAQ,Don Hammond,(907) 746-2290,info@flyaroundalaska.com,Single Engine,Part 61,No,Biennial Flight Review; Ground School; Intro Flight; Simulator,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot; Recreational Pilot; Sport Pilot,Instrument; Rotary Wing; Seaplane,Backcountry Training; Emergency Maneuvers; Mountain Flying; Tailwheel; Upset Recovery,Flight school,Small Town,130,,,,,,
38,Elmendorf Aero Club,Joint Base Elmendorf-Richardson,AK,"10286 Taxiway #P, Hangar 7 Mailing Address: PO Box 6292, Elmendorf AFB, AK 99506 Joint Base Elmendorf-Richardson , AK 99506",By Appointment,Elmendorf Air Force Base,PAED,Marcus Brown,(907) 551-7185,marcus.brown.17@us.af.mil,Multi Engine; Single Engine,Part 141; Part 61,Yes,Ground School; Intro Flight,N/A,Yes,N/A,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,,Flight school,Small City,126,(907) 753-8274,,,,,
30,Kenai Aviation Inc.,Kenai,AK,"Kenai Municipal Airport 101 North Willow Street Kenai , AK 99611","Mon - Fri, 8:00 AM to 5:00 PM",Kenai Municipal Airport,PAEN,Contact us,(907) 283-4124,contact@kenaiaviation.com,Multi Engine; Single Engine,Part 141; Part 61,Yes,Biennial Flight Review; Ground School; Instrument Proficiency Check; Intro Flight,N/A,N/A,7,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,Complex; High Performance,Flight school,Small Town,135,(907) 283-5267,,,Advanced Aviation Training Device (AATD),,
45,ProFlite of Alaska,Fairbanks,AK,"Fairbanks International Airport 3900 University Ave South Fairbanks , AK 99709",N/A,Fairbanks International Airport,PAFA,ProFlite of Alaska,(907) 474-0099,proflite@alaska.net,Seaplane; Single Engine,Part 61,No,Computerized Testing; Ground School; Intro Flight; Simulator,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Flight Instructor Sport CFIS; Private Pilot; Sport Pilot,Instrument; Seaplane,Emergency Maneuvers,Flight school,Small Town,155,,,,Procedures Trainer,,
46,Kirst Aviation,Fairbanks,AK,"Fairbanks International Airport Fairbanks , AK 99709","Sun - Sat, 8:00 AM to 9:00 PM",Fairbanks International Airport,PAFA,Forest Kirst,(907) 687-5011,walksin@hotmail.com,Single Engine,Part 61,No,Biennial Flight Review; Ground School; Instrument Proficiency Check; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot; Recreational Pilot; Sport Pilot,Instrument; Seaplane,Complex; High Performance,Flight school,Small Town,155,,,,,,
2108,University of Alaska Fairbanks,Fairbanks,AK,"4th floor Brooks Building, Fairbanks, Alaska, 99775 United States",,Fairbanks International Airport,PAFA,,,,,,Yes,Commercial Pilot Certificate; Aviation College Degrees and Certifications,N/A,Yes,N/A,Yes,F1,Aviation College Degrees and Certifications,Instrument,,Aviation college,Small Town,155,,,,,,
37,FLY8MA Pilot Lodge,Big Lake,AK,"PO Box 521474 Big Lake , AK 99652","Mon - Fri, 9:00 AM to 5:00 PM",Big Lake Airport,PAGQ,Jon Kotwicki,(234) 738-2582,jon@fly8ma.com,,Part 61,No,Biennial Flight Review; Drone/UAS; Ground School,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Private Pilot; Sport Pilot,Instrument; Seaplane,Drone; Spin Training; Tailwheel,Flight school,Small Town,131,,,,,,
32,Angel Aviation - Alaska,Anchorage,AK,"2301 Merrill Field Drive Suite A1 Anchorage , AK 99501","24 hours a day, 7 days a week",Merrill Field,PAMR,General Information,N/A,info@angelaviation.com,Multi Engine; Seaplane; Single Engine; Tailwheel,Part 141; Part 61,No,Biennial Flight Review; Computerized Testing; Instrument Proficiency Check; Part 107 Drone Testing; Simulator; Time Building Programs,N/A,N/A,18,N/A,M1,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine; Seaplane,Complex; Emergency Maneuvers; High Performance; Mountain Flying; Tailwheel,Flight school,Small City,126,,,,,,
36,"Land & Sea Aviation, LLC",Anchorage,AK,"Merrill Field Airport 2400 East 5th Ave Anchorage , AK 99501","Mon - Sat, 8:30 AM to 6:00 PM",Merrill Field,PAMR,Contact Us,(907) 274-8800,landandseaalaska@gmail.com,Single Engine; Tailwheel,Part 141; Part 61,No,Computerized Testing; Ground School; Intro Flight; Simulator,N/A,N/A,N/A,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot; Recreational Pilot; Sport Pilot,Instrument; Multi-Engine; Seaplane; Ultralight,Aerobatic; Complex; Mountain Flying; Tailwheel,Flight school,Small City,126,,,,,,
39,Alyeska Helicopters,Anchorage,AK,"Merrill Field Airport 1710 E 5th Avenue Anchorage , AK 99501","Sun - Sat, 9:00 AM to 5:30 PM",Merrill Field,PAMR,,,,,Part 141; Part 61,Yes,Ground School; Intro Flight,N/A,Yes,"Robinson R-22 3
Robinson R-44 1",N/A,M1,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Rotary Wing,,Flight school; Helicopter school,Small City,126,(907) 277-2009,,,,,
29,Alaska Float and Tailwheel,Sterling,AK,"36928 Rodelee Lane Sterling , AK 99672","From 1/2 to 12/31: Mon - Sat, 9:00 AM to 5:00 PM",Nondalton Airport,PANO,Tammy Farrell & Darlene Rudisill,N/A,N/A,,Part 61,No,Biennial Flight Review,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot; Recreational Pilot; Sport Pilot,Instrument; Seaplane,Mountain Flying; Tailwheel,Flight school,Small Town,134,,,,,,
31,Missionary Aviation Repair Center,Soldotna,AK,"Soldotna Airport 595 Funny River Rd Soldotna , AK 99669","Mon - Fri, 8:30 AM to 5:00 PM",Soldotna Airport,PASX,,,,,Part 61,No,Ground School; Intro Flight; Simulator,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,Tailwheel,Flight school,Small Town,134,(907) 262-3193,,,,,
646,Acroflight International,Waialua,HI,"66-888 Wanini Street Waialua , HI 96791","Mon - Sun, 9:00 AM to 5:30 PM",Kawaihapai Airfield,PHDH,Steve Lowry,(808) 221-4480,acroflighthawaii@gmail.com,Glider,Part 61,No,Intro Flight,N/A,N/A,N/A,N/A,No,,Glider,Aerobatic; Emergency Maneuvers; Spin Training; Upset Recovery,Flight school,Small Town,268,,,,,,
650,Honolulu Soaring,Waialua,HI,"Dillingham Airfield 69-132 Farrington Highway Waialua , HI 96791","Mon - Sun, 9:00 AM to 6:00 PM",Kawaihapai Airfield,PHDH,Bill Star,(808) 637-0207,mrbill@hawaii.rr.com,,Part 61,No,Intro Flight,N/A,N/A,N/A,N/A,No,,Glider,Aerobatic,Flight school,Small Town,268,(808) 676-8520,,,,,
647,Barbers Point Flight School,Kapolei,HI,"Kalaeloa Airport (John Rodgers Field) 91-1259 Midway Road Hangar 110 Kapolei , HI 96707","Mon - Fri, 8:00 AM to 4:00 PM",Kalaeloa Airport,PHJR,Contact us,N/A,flightschool@bpaviation.com,Multi Engine; Single Engine,Part 61,No,Computerized Testing; Ground School; Intro Flight; Simulator,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot; Sport Pilot,Instrument; Rotary Wing,,Flight school,Small Town,271,,,,Procedures Trainer,,
648,"The Right Flight Services, LLC",Kapolei,HI,"91-1095 Midway Road Bldg 103 Kapolei , HI 96707","24 hours a day, 7 days a week",Kalaeloa Airport,PHJR,Tham Lam,(808) 387-3316,therightflightschool@gmail.com,Multi Engine; Single Engine,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,Complex; High Performance,Flight school,Small Town,271,,,,,,
653,Tropicbird Flight Service,Kona,HI,"Kona International Airport PO Box 1415 Kona , HI 96745","Sun - Sat, 7:00 AM to 6:00 PM",Ellison Onizuka Kona International Airport at Keahole,PHKO,Mike Lauro,(808) 895-4753,tropicbirdflightservice@yahoo.com,Single Engine,Part 61,No,Ground School; Intro Flight; Simulator,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot; Recreational Pilot,Instrument,Mountain Flying,Flight school,Small Town,276,(808) 327-0287,No,,Procedures Trainer,,
655,Mauna Loa Helicopters,Kailua-kona,HI,"Kona International Airport at Keahole 73-310 U'u Street Kailua-kona , HI 96740","Mon - Sun, 8:00 AM to 5:00 PM",Ellison Onizuka Kona International Airport at Keahole,PHKO,Benjamin Fouts,(808) 334-0234,ben@maunaloahelicopters.edu,Single Engine,Part 141; Part 61,Yes,Computerized Testing; Examiner; Ground School; Intro Flight; Simulator,N/A,N/A,19,Yes,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Rotary Wing,Backcountry Training; Emergency Maneuvers; Helicopter to Fixed-Wing Transition; High Altitude; Mountain Flying; Turbine,Flight school; Helicopter school,Small Town,276,(808) 334-0191,,,Procedures Trainer,Helicopter,
651,"Aviation Academy Hawaii, Inc",Honolulu,HI,"Honolulu International Airport 14 Lagoon Drive Honolulu , HI 96819","Mon - Fri, 9:00 AM to 5:00 PM",Daniel K Inouye Honolulu International Airport,PHNL,,,,,,No,Computerized Testing; Part 107 Drone Testing,N/A,N/A,N/A,N/A,No,,,,Flight school,Medium City,271,(808) 833-7437,,,Basic Aviation Training Device (BATD),,
