Identifier,name,iso_region,State Abbreviation,State,City,Wikipedia Description,type,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,column_13,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
KCTB,Cut Bank International Airport,US-MT,MT,Montana,Cut Bank,,medium_airport,48.608657,-112.378183,3854,NA,US,,no,KCTB,CTB,KCTB,CTB,http://www.cutbankairport.org/,https://en.wikipedia.org/wiki/Cut_Bank_Municipal_Airport,
KCUB,Jim Hamilton L.B. Owens Airport,US-SC,SC,South Carolina,Columbia,,medium_airport,33.97050095,-80.99520111,193,NA,US,,no,KCUB,CUB,KCUB,CUB,http://www.columbiasouthcarolina.com/owens.html,https://en.wikipedia.org/wiki/Jim_Hamilton_%E2%80%93_L.B._Owens_Airport,
KCVG,Cincinnati Northern Kentucky International Airport,US-KY,KY,Kentucky,Cincinnati / Covington,,large_airport,39.048801,-84.667801,896,NA,US,,yes,KCVG,CVG,KCVG,CVG,https://www.cvgairport.com/,https://en.wikipedia.org/wiki/Cincinnati/Northern_Kentucky_International_Airport,
KCVH,Hollister Municipal Airport,US-CA,CA,California,Hollister,,small_airport,36.8932991,-121.4100037,230,NA,US,,no,KCVH,HLI,KCVH,CVH,http://www.hollister.ca.gov/site/html/gov/office/airport.asp,https://en.wikipedia.org/wiki/Hollister_Municipal_Airport,3O7
KCVN,Clovis Municipal Airport,US-NM,NM,New Mexico,Clovis,,medium_airport,34.426594,-103.078794,4216,NA,US,,yes,KCVN,CVN,KCVN,CVN,,https://en.wikipedia.org/wiki/Clovis_Municipal_Airport,
KCVO,Corvallis Municipal Airport,US-OR,OR,Oregon,Corvallis,,medium_airport,44.49720001,-123.2900009,250,NA,US,,no,KCVO,CVO,KCVO,CVO,http://www.corvallisoregon.gov/index.aspx?page=160,https://en.wikipedia.org/wiki/Corvallis_Municipal_Airport,Albany Oregon
KCWA,Central Wisconsin Airport,US-WI,WI,Wisconsin,Mosinee,,medium_airport,44.777448,-89.670238,1277,NA,US,,yes,KCWA,CWA,KCWA,CWA,,https://en.wikipedia.org/wiki/Central_Wisconsin_Airport,
KCWC,Kickapoo Downtown Airport,US-TX,TX,Texas,Wichita Falls,,small_airport,33.85779953,-98.49040222,1003,NA,US,,no,KCWC,KIP,KCWC,CWC,http://www.wichitafallstx.gov/index.aspx?nid=704,https://en.wikipedia.org/wiki/Kickapoo_Downtown_Airport,"KT47, T47, JKP"
KCXO,Conroe-North Houston Regional Airport,US-TX,TX,Texas,Houston,,medium_airport,30.351801,-95.414497,245,NA,US,,no,KCXO,CXO,KCXO,CXO,https://web.archive.org/web/20160301220928/http://www.lonestarairport.org:80/,https://en.wikipedia.org/wiki/Lone_Star_Executive_Airport,"Montgomery County Airport, Lone Star Executive Airport"
KCXP,Carson Airport,US-NV,NV,Nevada,Carson City,,small_airport,39.1922,-119.734001,4697,NA,US,,no,KCXP,CSN,KCXP,CXP,http://flycarsoncity.com/,https://en.wikipedia.org/wiki/Carson_Airport,"O04, Carson City Airport"
KCXW,Conway Regional Airport,US-AR,AR,Arkansas,Conway,,small_airport,35.019889,-92.555111,276,NA,US,,no,,,KCXW,CXW,https://conwayarkansas.gov/airport/,https://en.wikipedia.org/wiki/Conway_Municipal_Airport,Cantrell Field
KCXY,Capital City Airport,US-PA,PA,Pennsylvania,Harrisburg,,small_airport,40.21709824,-76.85150146,347,NA,US,,no,KCXY,HAR,KCXY,CXY,http://www.flycxy.com/,https://en.wikipedia.org/wiki/Capital_City_Airport_(Pennsylvania),"Harrisburg Skyport, Harrisburg-Capital Landing Field, Harrisburg-York State Airport"
KCYS,Cheyenne Regional Jerry Olson Field,US-WY,WY,Wyoming,Cheyenne,,medium_airport,41.155701,-104.811997,6159,NA,US,,yes,KCYS,CYS,KCYS,CYS,,https://en.wikipedia.org/wiki/Cheyenne_Regional_Airport,
KCZG,Tri Cities Airport,US-NY,NY,New York,Endicott,,small_airport,42.078499,-76.096296,833,NA,US,,no,,,KCZG,CZG,http://www.tricities-airport.com/,https://en.wikipedia.org/wiki/Tri-Cities_Airport_(New_York),N17
KCZL,Tom B. David Field,US-GA,GA,Georgia,Calhoun,,small_airport,34.455399,-84.939201,647,NA,US,,no,,,KCZL,CZL,,https://en.wikipedia.org/wiki/Tom_B._David_Field,
KD98,Romeo State Airport,US-MI,MI,Michigan,Romeo,,small_airport,42.79610062,-82.97499847,739,NA,US,,no,,,D98,D98,"http://www.michigan.gov/aero/0,4533,7-145-61367-277662--,00.html",https://en.wikipedia.org/wiki/Romeo_State_Airport,
KDAB,Daytona Beach International Airport,US-FL,FL,Florida,Daytona Beach,,medium_airport,29.179899,-81.058098,34,NA,US,,yes,KDAB,DAB,KDAB,DAB,,https://en.wikipedia.org/wiki/Daytona_Beach_International_Airport,
KDAN,Danville Regional Airport,US-VA,VA,Virginia,Danville,,medium_airport,36.572899,-79.336098,571,NA,US,,no,KDAN,DAN,KDAN,DAN,https://www.danville-va.gov/507/Danville-Regional-Airport,https://en.wikipedia.org/wiki/Danville_Regional_Airport,
KDAY,James M Cox Dayton International Airport,US-OH,OH,Ohio,Dayton,,medium_airport,39.902401,-84.219398,1009,NA,US,,yes,KDAY,DAY,KDAY,DAY,,https://en.wikipedia.org/wiki/Dayton_International_Airport,
KDBQ,Dubuque Regional Airport,US-IA,IA,Iowa,Dubuque,,medium_airport,42.402,-90.709503,1077,NA,US,,yes,KDBQ,DBQ,KDBQ,DBQ,,https://en.wikipedia.org/wiki/Dubuque_Regional_Airport,
KDCU,Pryor Field Regional Airport,US-AL,AL,Alabama,Decatur,,small_airport,34.65269852,-86.94539642,592,NA,US,,no,KDCU,DCU,KDCU,DCU,,https://en.wikipedia.org/wiki/Pryor_Field_Regional_Airport,
KDCY,Daviess County Airport,US-IN,IN,Indiana,Washington,,small_airport,38.700401,-87.1297,473,NA,US,,no,,,KDCY,DCY,,https://en.wikipedia.org/wiki/Daviess_County_Airport,
KDDC,Dodge City Regional Airport,US-KS,KS,Kansas,Dodge City,,medium_airport,37.76340103,-99.96559906,2594,NA,US,,yes,KDDC,DDC,KDDC,DDC,,https://en.wikipedia.org/wiki/Dodge_City_Regional_Airport,
KDED,Deland Municipal Sidney H Taylor Field,US-FL,FL,Florida,Deland,,small_airport,29.066999,-81.283798,79,NA,US,,no,,,KDED,DED,,https://en.wikipedia.org/wiki/DeLand_Municipal_Airport,
KDEH,Decorah Municipal Airport,US-IA,IA,Iowa,Decorah,,small_airport,43.275501,-91.739403,1158,NA,US,,no,KDEH,DEH,KDEH,DEH,,https://en.wikipedia.org/wiki/Decorah_Municipal_Airport,
KDEN,Denver International Airport,US-CO,CO,Colorado,Denver,,large_airport,39.86169815,-104.6729965,5431,NA,US,,yes,KDEN,DEN,KDEN,DEN,http://www.flydenver.com/,https://en.wikipedia.org/wiki/Denver_International_Airport,"DVX, KVDX"
KDEW,Deer Park Airport,US-WA,WA,Washington,Deer Park,,small_airport,47.966599,-117.427002,2211,NA,US,,no,,,KDEW,DEW,,https://en.wikipedia.org/wiki/Deer_Park_Airport_(Washington),
KDFI,Defiance Memorial Airport,US-OH,OH,Ohio,Defiance,,small_airport,41.33750153,-84.42880249,707,NA,US,,no,KDFI,DFI,KDFI,DFI,http://www.defiance-county.com/airport/index.html,https://en.wikipedia.org/wiki/Defiance_Memorial_Airport,
KDFW,Dallas Fort Worth International Airport,US-TX,TX,Texas,Dallas-Fort Worth,,large_airport,32.896801,-97.038002,607,NA,US,,yes,KDFW,DFW,KDFW,DFW,https://www.dfwairport.com/,https://en.wikipedia.org/wiki/Dallas/Fort_Worth_International_Airport,QDF
KDHN,Dothan Regional Airport,US-AL,AL,Alabama,Dothan,,medium_airport,31.32130051,-85.44960022,401,NA,US,,yes,KDHN,DHN,KDHN,DHN,,https://en.wikipedia.org/wiki/Dothan_Regional_Airport,
KDIJ,Driggs/Reed Memorial Airport,US-ID,ID,Idaho,Driggs,,small_airport,43.742667,-111.096829,6229,NA,US,,no,,,KDIJ,DIJ,https://driggsairport.org/,https://en.wikipedia.org/wiki/Driggs%E2%80%93Reed_Memorial_Airport,U59
KDIK,Dickinson Theodore Roosevelt Regional Airport,US-ND,ND,North Dakota,Dickinson,,medium_airport,46.797533,-102.801905,2592,NA,US,,yes,KDIK,DIK,KDIK,DIK,http://dickinsonairport.com/,https://en.wikipedia.org/wiki/Dickinson_Theodore_Roosevelt_Regional_Airport,
KDKB,DeKalb Taylor Municipal Airport,US-IL,IL,Illinois,DeKalb,,small_airport,41.936316,-88.704128,914,NA,US,,no,,,KDKB,DKB,,https://en.wikipedia.org/wiki/DeKalb_Taylor_Municipal_Airport,
KDKK,Chautauqua County-Dunkirk Airport,US-NY,NY,New York,Dunkirk,,small_airport,42.49247,-79.273102,693,NA,US,,no,KDKK,DKK,KDKK,DKK,,https://en.wikipedia.org/wiki/Chautauqua_County/Dunkirk_Airport,John J. Nalbone Field
KDKX,Knoxville Downtown Island Airport,US-TN,TN,Tennessee,Knoxville,,small_airport,35.963902,-83.873901,833,NA,US,,no,,,KDKX,DKX,,https://en.wikipedia.org/wiki/Knoxville_Downtown_Island_Airport,
KDLH,Duluth International Airport,US-MN,MN,Minnesota,Duluth,,medium_airport,46.842098,-92.193604,1428,NA,US,,yes,KDLH,DLH,KDLH,DLH,http://www.duluthairport.com/,https://en.wikipedia.org/wiki/Duluth_International_Airport,"LKI, Duluth Air National Guard Base, Lakeside AFB"
KDLL,Baraboo Wisconsin Dells Regional Airport,US-WI,WI,Wisconsin,Baraboo,,small_airport,43.522701,-89.770203,979,NA,US,,no,,,KDLL,DLL,,https://en.wikipedia.org/wiki/Baraboo%E2%80%93Wisconsin_Dells_Airport,
KDLS,Columbia Gorge Regional/The Dalles Municipal Airport,US-OR,OR,Oregon,Dallesport / The Dalles,,medium_airport,45.620979,-121.170777,247,NA,US,,no,KDLS,DLS,KDLS,DLS,http://www.columbiagorgeairport.com/,https://en.wikipedia.org/wiki/Columbia_Gorge_Regional_Airport,The Dalles Municipal Airport
KDLZ,Delaware Municipal Airport,US-OH,OH,Ohio,Delaware,,small_airport,40.279701,-83.114799,945,NA,US,,no,,,KDLZ,DLZ,https://www.delawareohio.net/government/departments/airport,https://en.wikipedia.org/wiki/Delaware_Municipal_Airport,
KDMW,Carroll County Regional Jack B Poage Field,US-MD,MD,Maryland,Westminster,,small_airport,39.60829926,-77.00769806,789,NA,US,,no,,,KDMW,DMW,,https://en.wikipedia.org/wiki/Carroll_County_Regional_Airport,
KDNL,Daniel Field,US-GA,GA,Georgia,Augusta,,medium_airport,33.46649933,-82.03939819,423,NA,US,,no,KDNL,DNL,KDNL,DNL,http://www.augustaga.gov/index.aspx?NID=486,https://en.wikipedia.org/wiki/Daniel_Field,
KDNN,Dalton Municipal Airport,US-GA,GA,Georgia,Dalton,,small_airport,34.72290039,-84.87020111,709,NA,US,,no,KDNN,DNN,KDNN,DNN,,https://en.wikipedia.org/wiki/Dalton_Municipal_Airport,
KDPA,Dupage Airport,US-IL,IL,Illinois,Chicago/West Chicago,,medium_airport,41.90779877,-88.24859619,759,NA,US,,no,KDPA,DPA,KDPA,DPA,http://www.dupageairport.com/,https://en.wikipedia.org/wiki/DuPage_Airport,
KDSM,Des Moines International Airport,US-IA,IA,Iowa,Des Moines,,medium_airport,41.534,-93.663101,958,NA,US,,yes,KDSM,DSM,KDSM,DSM,,https://en.wikipedia.org/wiki/Des_Moines_International_Airport,
KDTN,Shreveport Downtown Airport,US-LA,LA,Louisiana,Shreveport,,small_airport,32.54019928,-93.74500275,179,NA,US,,no,KDTN,DTN,KDTN,DTN,http://www.shreveportla.gov/airport/dtnairport.htm,https://en.wikipedia.org/wiki/Shreveport_Downtown_Airport,
KDTO,Denton Enterprise Airport,US-TX,TX,Texas,Denton,,small_airport,33.201769,-97.197983,643,NA,US,,no,,,KDTO,DTO,http://www.cityofdenton.com/index.aspx?page=451,https://en.wikipedia.org/wiki/Denton_Enterprise_Airport,
KDTS,Destin Executive Airport,US-FL,FL,Florida,Destin,,medium_airport,30.400101,-86.471497,23,NA,US,,yes,KDTS,DSI,KDTS,DTS,http://www.flydts.com/,https://en.wikipedia.org/wiki/Destin-Fort_Walton_Beach_Airport,"81J, Destin-Fort Walton Beach Airport"
KDUH,Toledo Suburban Airport,US-MI,MI,Michigan,Lambertville,,small_airport,41.73590088,-83.65540314,669,NA,US,,no,,,KDUH,DUH,,https://en.wikipedia.org/wiki/Toledo_Suburban_Airport,
KDUJ,DuBois Regional Airport,US-PA,PA,Pennsylvania,Dubois,,medium_airport,41.17829895,-78.8986969,1817,NA,US,,yes,KDUJ,DUJ,KDUJ,DUJ,,https://en.wikipedia.org/wiki/DuBois_Regional_Airport,DuBois Jefferson County
KDUX,Moore County Airport,US-TX,TX,Texas,Dumas,,small_airport,35.857899,-102.013,3705,NA,US,,no,,,KDUX,DUX,,https://en.wikipedia.org/wiki/Moore_County_Airport_(Texas),
KDVK,Stuart Powell Field,US-KY,KY,Kentucky,Danville,,small_airport,37.579409,-84.774347,1022,NA,US,,no,,,KDVK,DVK,,https://en.wikipedia.org/wiki/Stuart_Powell_Field,
KDWH,David Wayne Hooks Memorial Airport,US-TX,TX,Texas,Houston,,small_airport,30.0618,-95.55280304,152,NA,US,,no,KDWH,DWH,KDWH,DWH,http://www.hooksairport.com/,https://en.wikipedia.org/wiki/David_Wayne_Hooks_Memorial_Airport,
KDWU,Ashland Regional Airport,US-KY,KY,Kentucky,Worthington,,small_airport,38.554501,-82.737999,546,NA,US,,no,,,KDWU,DWU,,https://en.wikipedia.org/wiki/Ashland_Regional_Airport,
KDXR,Danbury Municipal Airport,US-CT,CT,Connecticut,Danbury,,medium_airport,41.371656,-73.482227,458,NA,US,,no,KDXR,DXR,KDXR,DXR,,https://en.wikipedia.org/wiki/Danbury_Municipal_Airport,
KDYA,Demopolis Municipal Airport,US-AL,AL,Alabama,Demopolis,,small_airport,32.463799,-87.954102,113,NA,US,,no,,,KDYA,DYA,,https://en.wikipedia.org/wiki/Demopolis_Municipal_Airport,Formerly 7A2
KDYB,Summerville Airport,US-SC,SC,South Carolina,Summerville,,small_airport,33.0634,-80.279297,56,NA,US,,no,,,KDYB,DYB,,https://en.wikipedia.org/wiki/Summerville_Airport,
KDYL,Doylestown Airport,US-PA,PA,Pennsylvania,Doylestown,,small_airport,40.33300018,-75.12229919,394,NA,US,,no,KDYL,DYL,KDYL,DYL,http://www.doylestownairport.com/,https://en.wikipedia.org/wiki/Doylestown_Airport,N88
KDZJ,Blairsville Airport,US-GA,GA,Georgia,Blairsville,,small_airport,34.855099,-83.996902,1911,NA,US,,no,,,KDZJ,DZJ,,https://en.wikipedia.org/wiki/Blairsville_Airport,Formerly 46A
KEAT,Pangborn Memorial Airport,US-WA,WA,Washington,Wenatchee,,medium_airport,47.398899,-120.207001,1249,NA,US,,yes,KEAT,EAT,KEAT,EAT,http://www.pangbornairport.com/,https://en.wikipedia.org/wiki/Pangborn_Memorial_Airport,
KEBD,Southern West Virginia Regional Airport,US-WV,WV,West Virginia,Varney,,small_airport,37.6818,-82.1221,1883,NA,US,,no,,,KEBD,EBD,,https://en.wikipedia.org/wiki/Appalachian_Regional_Airport,Appalachian Regional
KEBS,Webster City Municipal Airport,US-IA,IA,Iowa,Webster City,,small_airport,42.436848,-93.869905,1122,NA,US,,no,KEBS,EBS,KEBS,EBS,,https://en.wikipedia.org/wiki/Webster_City_Municipal_Airport,
KECP,Northwest Florida Beaches International Airport,US-FL,FL,Florida,Panama City Beach,,medium_airport,30.357106,-85.795414,69,NA,US,,yes,KECP,ECP,KECP,ECP,http://iflybeaches.com,https://en.wikipedia.org/wiki/Northwest_Florida_Beaches_International_Airport,Northwest Florida Beaches International Airport
KEDC,Austin Executive Airport,US-TX,TX,Texas,Pflugerville,,small_airport,30.398049,-97.566909,620,NA,US,,no,,,KEDC,EDC,,https://en.wikipedia.org/wiki/Austin_Executive_Airport,"6R4, Bird's Nest"
KEDJ,Bellefontaine Regional Airport,US-OH,OH,Ohio,Bellefontaine,,small_airport,40.372299,-83.819,1122,NA,US,,no,,,KEDJ,EDJ,,https://en.wikipedia.org/wiki/Bellefontaine_Regional_Airport,
KEDU,University Airport,US-CA,CA,California,Davis,,small_airport,38.531502,-121.786489,69,NA,US,,no,,,KEDU,EDU,,https://en.wikipedia.org/wiki/University_Airport,0O5
KEDW,Edwards Air Force Base,US-CA,CA,California,Edwards,,medium_airport,34.905399,-117.884003,2312,NA,US,,no,KEDW,EDW,KEDW,EDW,,https://en.wikipedia.org/wiki/Edwards_Air_Force_Base,
KEEN,Dillant Hopkins Airport,US-NH,NH,New Hampshire,Keene,,medium_airport,42.898399,-72.270798,488,NA,US,,no,KEEN,EEN,KEEN,EEN,https://ci.keene.nh.us/keene-dillant-hopkins-airport,https://en.wikipedia.org/wiki/Dillant-Hopkins_Airport,
KEFK,Northeast Kingdom International Airport,US-VT,VT,Vermont,Newport,,small_airport,44.888802,-72.229202,930,NA,US,,no,KEFK,EFK,KEFK,EFK,,https://en.wikipedia.org/wiki/Newport_State_Airport_(Vermont),Newport State Airport
KEGE,Eagle County Regional Airport,US-CO,CO,Colorado,Eagle,,medium_airport,39.64260101,-106.9179993,6548,NA,US,,yes,KEGE,EGE,KEGE,EGE,http://www.eaglecounty.us/airport/,https://en.wikipedia.org/wiki/Eagle_County_Regional_Airport,
KEHR,Henderson City County Airport,US-KY,KY,Kentucky,Henderson,,small_airport,37.8078,-87.685699,387,NA,US,,no,,,KEHR,EHR,,https://en.wikipedia.org/wiki/Henderson_City-County_Airport,
KEIK,Erie Municipal Airport,US-CO,CO,Colorado,Erie,,small_airport,40.0102005,-105.0479965,5130,NA,US,,no,,,KEIK,EIK,https://www.erieco.gov/93/Airport,https://en.wikipedia.org/wiki/Erie_Municipal_Airport,48V
KEKA,Murray Field,US-CA,CA,California,Eureka,,medium_airport,40.803398,-124.112999,7,NA,US,,no,KEKA,EKA,KEKA,EKA,,https://en.wikipedia.org/wiki/Murray_Field,
KEKO,Elko Regional Airport,US-NV,NV,Nevada,Elko,,medium_airport,40.82490158,-115.7919998,5140,NA,US,,yes,KEKO,EKO,KEKO,EKO,,https://en.wikipedia.org/wiki/Elko_Regional_Airport,
KEKY,Bessemer Airport,US-AL,AL,Alabama,Bessemer,,small_airport,33.312901,-86.925903,700,NA,US,,no,,,KEKY,EKY,https://www.bessemerairportauthority.com/,https://en.wikipedia.org/wiki/Bessemer_Airport,2A3
KELP,El Paso International Airport,US-TX,TX,Texas,El Paso,,medium_airport,31.807199,-106.377998,3959,NA,US,,yes,KELP,ELP,KELP,ELP,https://elpasointernationalairport.com/,https://en.wikipedia.org/wiki/El_Paso_International_Airport,
KEMP,Emporia Municipal Airport,US-KS,KS,Kansas,Emporia,,small_airport,38.33209991,-96.19120026,1208,NA,US,,no,KEMP,EMP,KEMP,EMP,http://visitors.emporia-kansas.gov/index.php/emporia-municipal-airport,https://en.wikipedia.org/wiki/Emporia_Municipal_Airport,
